Site,Year,Type,lat,lon,population,WeeklyIncome,WeeklyRent,Weekly pay,WeeklyLoanRatio,WeeklyRentRatio,No_of_Sales,Median_Price,Mean_Price
Central Goldfields Shire,2007,House,-36.9802447,143.6935405,12496,685,150,90.25641026,7.589488636,4.566666667,229,130000,145550
Central Goldfields Shire,2007,Units/Apartment,-36.9802447,143.6935405,12496,685,150,96.92307692,7.067460318,4.566666667,25,135000,148080
Central Goldfields Shire,2007,Vacant House Block,-36.9802447,143.6935405,12496,685,150,34.61538462,19.78888889,4.566666667,60,50000,79227
Central Goldfields Shire,2006,House,-36.9802447,143.6935405,12323,580,120,107.3076923,5.405017922,4.833333333,193,139500,157246
Central Goldfields Shire,2006,Units/Apartment,-36.9802447,143.6935405,12323,580,120,110,5.272727273,4.833333333,19,143000,144705
Central Goldfields Shire,2006,Vacant House Block,-36.9802447,143.6935405,12323,580,120,34.61538462,16.75555555,4.833333333,53,45000,46242
Corangamite Shire,2016,House,-38.483006,143.6501903,16051,1043,170,91.41025641,11.41009818,6.135294118,192,178250,195956
Corangamite Shire,2016,Units/Apartment,-38.483006,143.6501903,16051,1043,170,83.07692308,12.55462963,6.135294118,19,162000,211210
Corangamite Shire,2016,Vacant House Block,-38.483006,143.6501903,16051,1043,170,37.17948718,28.05310345,6.135294118,22,72500,76363
Corangamite Shire,2015,House,-38.483006,143.6501903,16051,1043,170,91.41025641,11.41009818,6.135294118,171,185000,203374
Corangamite Shire,2015,Units/Apartment,-38.483006,143.6501903,16051,1043,170,83.07692308,12.55462963,6.135294118,15,165000,189600
Corangamite Shire,2015,Vacant House Block,-38.483006,143.6501903,16051,1043,170,37.17948718,28.05310345,6.135294118,18,44250,70836
Corangamite Shire,2014,House,-38.483006,143.6501903,16051,1043,170,91.41025641,11.41009818,6.135294118,146,180000,196444
Corangamite Shire,2014,Units/Apartment,-38.483006,143.6501903,16051,1043,170,83.07692308,12.55462963,6.135294118,17,195000,222617
Corangamite Shire,2014,Vacant House Block,-38.483006,143.6501903,16051,1043,170,37.17948718,28.05310345,6.135294118,27,50000,73129
Corangamite Shire,2013,House,-38.483006,143.6501903,16051,1043,170,91.41025641,11.41009818,6.135294118,161,172000,202555
Corangamite Shire,2013,Units/Apartment,-38.483006,143.6501903,16051,1043,170,83.07692308,12.55462963,6.135294118,10,172500,210350
Corangamite Shire,2013,Vacant House Block,-38.483006,143.6501903,16051,1043,170,37.17948718,28.05310345,6.135294118,33,70000,64190
Corangamite Shire,2012,House,-38.483006,143.6501903,16051,1043,170,91.41025641,11.41009818,6.135294118,125,183500,194324
Corangamite Shire,2012,Units/Apartment,-38.483006,143.6501903,16051,1043,170,83.07692308,12.55462963,6.135294118,14,177500,208750
Corangamite Shire,2012,Vacant House Block,-38.483006,143.6501903,16051,1043,170,37.17948718,28.05310345,6.135294118,22,78750,85681
Corangamite Shire,2011,House,-38.483006,143.6501903,16376,909,135,89.12820513,10.19879171,6.733333333,151,173800,195677
Corangamite Shire,2011,Units/Apartment,-38.483006,143.6501903,16376,909,135,110.2564103,8.244418601,6.733333333,11,215000,232500
Corangamite Shire,2011,Vacant House Block,-38.483006,143.6501903,16376,909,135,38.46153846,23.634,6.733333333,39,75000,76669
Corangamite Shire,2010,House,-38.483006,143.6501903,16376,909,135,89.12820513,10.19879171,6.733333333,164,181750,192721
Corangamite Shire,2010,Units/Apartment,-38.483006,143.6501903,16376,909,135,110.2564103,8.244418601,6.733333333,11,216000,211545
Corangamite Shire,2010,Vacant House Block,-38.483006,143.6501903,16376,909,135,38.46153846,23.634,6.733333333,36,88500,94769
Corangamite Shire,2009,House,-38.483006,143.6501903,16376,909,135,89.12820513,10.19879171,6.733333333,186,165500,177181
Corangamite Shire,2009,Units/Apartment,-38.483006,143.6501903,16376,909,135,110.2564103,8.244418601,6.733333333,16,143750,168781
Corangamite Shire,2009,Vacant House Block,-38.483006,143.6501903,16376,909,135,38.46153846,23.634,6.733333333,25,60000,69920
Corangamite Shire,2008,House,-38.483006,143.6501903,16376,909,135,89.12820513,10.19879171,6.733333333,170,170000,183105
Corangamite Shire,2008,Units/Apartment,-38.483006,143.6501903,16376,909,135,110.2564103,8.244418601,6.733333333,6,187000,188833
Corangamite Shire,2008,Vacant House Block,-38.483006,143.6501903,16376,909,135,38.46153846,23.634,6.733333333,24,70000,76205
Corangamite Shire,2007,House,-38.483006,143.6501903,16376,909,135,89.12820513,10.19879171,6.733333333,163,170000,190845
Corangamite Shire,2007,Units/Apartment,-38.483006,143.6501903,16376,909,135,110.2564103,8.244418601,6.733333333,25,201000,239679
Corangamite Shire,2007,Vacant House Block,-38.483006,143.6501903,16376,909,135,38.46153846,23.634,6.733333333,37,65000,85997
Corangamite Shire,2006,House,-38.483006,143.6501903,16616,819,100,130.7692308,6.262941175,8.19,166,170000,185592
Corangamite Shire,2006,Units/Apartment,-38.483006,143.6501903,16616,819,100,128.0769231,6.394594593,8.19,12,166500,182708
Corangamite Shire,2006,Vacant House Block,-38.483006,143.6501903,16616,819,100,38.46153846,21.294,8.19,45,50000,63646
Darebin City,2016,House,-37.727768,145.016269,146719,1423,339,443.5897436,3.207919075,4.197640118,1421,865000,948008
Darebin City,2016,Units/Apartment,-37.727768,145.016269,146719,1423,339,225.6410256,6.306477274,4.197640118,1361,440000,474232
Darebin City,2016,Vacant House Block,-37.727768,145.016269,146719,1423,339,199.3076923,7.139714396,4.197640118,12,388650,439483
Darebin City,2015,House,-37.727768,145.016269,146719,1423,339,443.5897436,3.207919075,4.197640118,1639,780000,840238
Darebin City,2015,Units/Apartment,-37.727768,145.016269,146719,1423,339,225.6410256,6.306477274,4.197640118,1690,435000,467220
Darebin City,2015,Vacant House Block,-37.727768,145.016269,146719,1423,339,199.3076923,7.139714396,4.197640118,27,400000,412314
Darebin City,2014,House,-37.727768,145.016269,146719,1423,339,443.5897436,3.207919075,4.197640118,1727,700000,760046
Darebin City,2014,Units/Apartment,-37.727768,145.016269,146719,1423,339,225.6410256,6.306477274,4.197640118,1611,428800,457621
Darebin City,2014,Vacant House Block,-37.727768,145.016269,146719,1423,339,199.3076923,7.139714396,4.197640118,44,388500,400355
Darebin City,2013,House,-37.727768,145.016269,146719,1423,339,443.5897436,3.207919075,4.197640118,1478,650000,693557
Darebin City,2013,Units/Apartment,-37.727768,145.016269,146719,1423,339,225.6410256,6.306477274,4.197640118,1527,401500,421941
Darebin City,2013,Vacant House Block,-37.727768,145.016269,146719,1423,339,199.3076923,7.139714396,4.197640118,29,360000,352498
Darebin City,2012,House,-37.727768,145.016269,146719,1423,339,443.5897436,3.207919075,4.197640118,1259,611000,647158
Darebin City,2012,Units/Apartment,-37.727768,145.016269,146719,1423,339,225.6410256,6.306477274,4.197640118,1189,385000,407781
Darebin City,2012,Vacant House Block,-37.727768,145.016269,146719,1423,339,199.3076923,7.139714396,4.197640118,15,310000,410133
Darebin City,2011,House,-37.727768,145.016269,136474,1178,295,325.6410256,3.617480315,3.993220339,1354,635000,667270
Darebin City,2011,Units/Apartment,-37.727768,145.016269,136474,1178,295,205.1282051,5.742750001,3.993220339,1131,400000,430583
Darebin City,2011,Vacant House Block,-37.727768,145.016269,136474,1178,295,175.6410256,6.706861315,3.993220339,28,342500,396257
Darebin City,2010,House,-37.727768,145.016269,136474,1178,295,325.6410256,3.617480315,3.993220339,1445,625000,661282
Darebin City,2010,Units/Apartment,-37.727768,145.016269,136474,1178,295,205.1282051,5.742750001,3.993220339,1160,400000,428728
Darebin City,2010,Vacant House Block,-37.727768,145.016269,136474,1178,295,175.6410256,6.706861315,3.993220339,14,320000,606571
Darebin City,2009,House,-37.727768,145.016269,136474,1178,295,325.6410256,3.617480315,3.993220339,1546,526500,560869
Darebin City,2009,Units/Apartment,-37.727768,145.016269,136474,1178,295,205.1282051,5.742750001,3.993220339,1473,362500,388115
Darebin City,2009,Vacant House Block,-37.727768,145.016269,136474,1178,295,175.6410256,6.706861315,3.993220339,34,299475,264947
Darebin City,2008,House,-37.727768,145.016269,136474,1178,295,325.6410256,3.617480315,3.993220339,1380,485126,517729
Darebin City,2008,Units/Apartment,-37.727768,145.016269,136474,1178,295,205.1282051,5.742750001,3.993220339,1040,317250,343776
Darebin City,2008,Vacant House Block,-37.727768,145.016269,136474,1178,295,175.6410256,6.706861315,3.993220339,53,290000,272972
Darebin City,2007,House,-37.727768,145.016269,136474,1178,295,325.6410256,3.617480315,3.993220339,1852,454500,488818
Darebin City,2007,Units/Apartment,-37.727768,145.016269,136474,1178,295,205.1282051,5.742750001,3.993220339,1460,301500,322934
Darebin City,2007,Vacant House Block,-37.727768,145.016269,136474,1178,295,175.6410256,6.706861315,3.993220339,128,285000,274516
Darebin City,2006,House,-37.727768,145.016269,128067,905,185,293.8461538,3.079842932,4.891891892,1659,382000,407326
Darebin City,2006,Units/Apartment,-37.727768,145.016269,128067,905,185,200,4.525,4.891891892,1050,260000,276521
Darebin City,2006,Vacant House Block,-37.727768,145.016269,128067,905,185,192.3076923,4.706,4.891891892,146,250000,237983
East Gippsland Shire,2016,House,-37.4975957,148.1892921,45040,935,220,143.5897436,6.511607142,4.25,754,280000,307648
East Gippsland Shire,2016,Units/Apartment,-37.4975957,148.1892921,45040,935,220,120.5128205,7.758510639,4.25,110,235000,267284
East Gippsland Shire,2016,Vacant House Block,-37.4975957,148.1892921,45040,935,220,51.28205128,18.2325,4.25,247,100000,111829
East Gippsland Shire,2015,House,-37.4975957,148.1892921,45040,935,220,143.5897436,6.511607142,4.25,743,262500,291577
East Gippsland Shire,2015,Units/Apartment,-37.4975957,148.1892921,45040,935,220,120.5128205,7.758510639,4.25,112,234000,243254
East Gippsland Shire,2015,Vacant House Block,-37.4975957,148.1892921,45040,935,220,51.28205128,18.2325,4.25,269,102000,115084
East Gippsland Shire,2014,House,-37.4975957,148.1892921,45040,935,220,143.5897436,6.511607142,4.25,683,260000,291035
East Gippsland Shire,2014,Units/Apartment,-37.4975957,148.1892921,45040,935,220,120.5128205,7.758510639,4.25,129,233000,255279
East Gippsland Shire,2014,Vacant House Block,-37.4975957,148.1892921,45040,935,220,51.28205128,18.2325,4.25,274,100000,115920
East Gippsland Shire,2013,House,-37.4975957,148.1892921,45040,935,220,143.5897436,6.511607142,4.25,697,258000,285096
East Gippsland Shire,2013,Units/Apartment,-37.4975957,148.1892921,45040,935,220,120.5128205,7.758510639,4.25,132,213750,230081
East Gippsland Shire,2013,Vacant House Block,-37.4975957,148.1892921,45040,935,220,51.28205128,18.2325,4.25,261,102800,115586
East Gippsland Shire,2012,House,-37.4975957,148.1892921,45040,935,220,143.5897436,6.511607142,4.25,597,255000,278884
East Gippsland Shire,2012,Units/Apartment,-37.4975957,148.1892921,45040,935,220,120.5128205,7.758510639,4.25,120,202750,223801
East Gippsland Shire,2012,Vacant House Block,-37.4975957,148.1892921,45040,935,220,51.28205128,18.2325,4.25,289,105000,111570
East Gippsland Shire,2011,House,-37.4975957,148.1892921,42196,798,180,131.7948718,6.054863813,4.433333333,612,257000,277647
East Gippsland Shire,2011,Units/Apartment,-37.4975957,148.1892921,42196,798,180,114.3589744,6.978026903,4.433333333,135,223000,267889
East Gippsland Shire,2011,Vacant House Block,-37.4975957,148.1892921,42196,798,180,58.46153846,13.65,4.433333333,277,114000,117152
East Gippsland Shire,2010,House,-37.4975957,148.1892921,42196,798,180,131.7948718,6.054863813,4.433333333,769,255000,283812
East Gippsland Shire,2010,Units/Apartment,-37.4975957,148.1892921,42196,798,180,114.3589744,6.978026903,4.433333333,147,215000,229011
East Gippsland Shire,2010,Vacant House Block,-37.4975957,148.1892921,42196,798,180,58.46153846,13.65,4.433333333,346,110000,110891
East Gippsland Shire,2009,House,-37.4975957,148.1892921,42196,798,180,131.7948718,6.054863813,4.433333333,814,232000,255104
East Gippsland Shire,2009,Units/Apartment,-37.4975957,148.1892921,42196,798,180,114.3589744,6.978026903,4.433333333,161,230000,299129
East Gippsland Shire,2009,Vacant House Block,-37.4975957,148.1892921,42196,798,180,58.46153846,13.65,4.433333333,312,93000,100438
East Gippsland Shire,2008,House,-37.4975957,148.1892921,42196,798,180,131.7948718,6.054863813,4.433333333,621,227000,260013
East Gippsland Shire,2008,Units/Apartment,-37.4975957,148.1892921,42196,798,180,114.3589744,6.978026903,4.433333333,153,195000,215918
East Gippsland Shire,2008,Vacant House Block,-37.4975957,148.1892921,42196,798,180,58.46153846,13.65,4.433333333,273,90000,96932
East Gippsland Shire,2007,House,-37.4975957,148.1892921,42196,798,180,131.7948718,6.054863813,4.433333333,842,225500,254991
East Gippsland Shire,2007,Units/Apartment,-37.4975957,148.1892921,42196,798,180,114.3589744,6.978026903,4.433333333,126,221000,290841
East Gippsland Shire,2007,Vacant House Block,-37.4975957,148.1892921,42196,798,180,58.46153846,13.65,4.433333333,266,85000,95081
East Gippsland Shire,2006,House,-37.4975957,148.1892921,40037,653,132,166.5384615,3.921016167,4.946969697,702,216500,236911
East Gippsland Shire,2006,Units/Apartment,-37.4975957,148.1892921,40037,653,132,157.6923077,4.14097561,4.946969697,139,205000,250775
East Gippsland Shire,2006,Vacant House Block,-37.4975957,148.1892921,40037,653,132,64.61538462,10.10595238,4.946969697,311,84000,90615
Frankston City,2016,House,-38.140391,145.1596592,134143,1331,306,256.4102564,5.1909,4.349673203,2443,500000,548689
Frankston City,2016,Units/Apartment,-38.140391,145.1596592,134143,1331,306,179.4871795,7.415571428,4.349673203,1012,350000,369023
Frankston City,2016,Vacant House Block,-38.140391,145.1596592,134143,1331,306,137.4358974,9.684514928,4.349673203,69,268000,326863
Frankston City,2015,House,-38.140391,145.1596592,134143,1331,306,256.4102564,5.1909,4.349673203,2600,445000,490894
Frankston City,2015,Units/Apartment,-38.140391,145.1596592,134143,1331,306,179.4871795,7.415571428,4.349673203,1025,322000,362850
Frankston City,2015,Vacant House Block,-38.140391,145.1596592,134143,1331,306,137.4358974,9.684514928,4.349673203,137,237500,252594
Frankston City,2014,House,-38.140391,145.1596592,134143,1331,306,256.4102564,5.1909,4.349673203,2361,402500,444873
Frankston City,2014,Units/Apartment,-38.140391,145.1596592,134143,1331,306,179.4871795,7.415571428,4.349673203,958,314500,336263
Frankston City,2014,Vacant House Block,-38.140391,145.1596592,134143,1331,306,137.4358974,9.684514928,4.349673203,144,261500,262574
Frankston City,2013,House,-38.140391,145.1596592,134143,1331,306,256.4102564,5.1909,4.349673203,2237,375500,417143
Frankston City,2013,Units/Apartment,-38.140391,145.1596592,134143,1331,306,179.4871795,7.415571428,4.349673203,992,307000,322694
Frankston City,2013,Vacant House Block,-38.140391,145.1596592,134143,1331,306,137.4358974,9.684514928,4.349673203,204,230000,240463
Frankston City,2012,House,-38.140391,145.1596592,134143,1331,306,256.4102564,5.1909,4.349673203,2028,368000,397307
Frankston City,2012,Units/Apartment,-38.140391,145.1596592,134143,1331,306,179.4871795,7.415571428,4.349673203,820,299000,312428
Frankston City,2012,Vacant House Block,-38.140391,145.1596592,134143,1331,306,137.4358974,9.684514928,4.349673203,228,230000,242255
Frankston City,2011,House,-38.140391,145.1596592,126458,1140,265,193.5897436,5.888741722,4.301886792,2105,377500,416179
Frankston City,2011,Units/Apartment,-38.140391,145.1596592,126458,1140,265,158.974359,7.170967741,4.301886792,789,310000,321866
Frankston City,2011,Vacant House Block,-38.140391,145.1596592,126458,1140,265,117.9487179,9.665217395,4.301886792,279,230000,243219
Frankston City,2010,House,-38.140391,145.1596592,126458,1140,265,193.5897436,5.888741722,4.301886792,2466,375000,412779
Frankston City,2010,Units/Apartment,-38.140391,145.1596592,126458,1140,265,158.974359,7.170967741,4.301886792,1035,301000,317788
Frankston City,2010,Vacant House Block,-38.140391,145.1596592,126458,1140,265,117.9487179,9.665217395,4.301886792,611,215000,223666
Frankston City,2009,House,-38.140391,145.1596592,126458,1140,265,193.5897436,5.888741722,4.301886792,2687,330000,359009
Frankston City,2009,Units/Apartment,-38.140391,145.1596592,126458,1140,265,158.974359,7.170967741,4.301886792,1178,265250,273613
Frankston City,2009,Vacant House Block,-38.140391,145.1596592,126458,1140,265,117.9487179,9.665217395,4.301886792,795,181000,192874
Frankston City,2008,House,-38.140391,145.1596592,126458,1140,265,193.5897436,5.888741722,4.301886792,2287,310000,349833
Frankston City,2008,Units/Apartment,-38.140391,145.1596592,126458,1140,265,158.974359,7.170967741,4.301886792,923,250000,268042
Frankston City,2008,Vacant House Block,-38.140391,145.1596592,126458,1140,265,117.9487179,9.665217395,4.301886792,295,187000,204369
Frankston City,2007,House,-38.140391,145.1596592,126458,1140,265,193.5897436,5.888741722,4.301886792,3174,288000,326447
Frankston City,2007,Units/Apartment,-38.140391,145.1596592,126458,1140,265,158.974359,7.170967741,4.301886792,1194,235000,251935
Frankston City,2007,Vacant House Block,-38.140391,145.1596592,126458,1140,265,117.9487179,9.665217395,4.301886792,369,193000,199527
Frankston City,2006,House,-38.140391,145.1596592,117801,956,180,200.0015385,4.77996323,5.311111111,2619,260002,289070
Frankston City,2006,Units/Apartment,-38.140391,145.1596592,117801,956,180,170.4323077,5.609265126,5.311111111,910,221562,232463
Frankston City,2006,Vacant House Block,-38.140391,145.1596592,117801,956,180,111.5384615,8.571034486,5.311111111,499,145000,160424
Gannawarra Shire,2016,House,-35.7052801,143.8237385,10549,908,150,82.05128205,11.06625,6.053333333,145,160000,178091
Gannawarra Shire,2016,Units/Apartment,-35.7052801,143.8237385,10549,908,150,80.76923077,11.24190476,6.053333333,6,157500,154000
Gannawarra Shire,2016,Vacant House Block,-35.7052801,143.8237385,10549,908,150,25.38461538,35.76969698,6.053333333,19,49500,60789
Gannawarra Shire,2015,House,-35.7052801,143.8237385,10549,908,150,82.05128205,11.06625,6.053333333,138,162250,173231
Gannawarra Shire,2015,Units/Apartment,-35.7052801,143.8237385,10549,908,150,80.76923077,11.24190476,6.053333333,5,199000,198200
Gannawarra Shire,2015,Vacant House Block,-35.7052801,143.8237385,10549,908,150,25.38461538,35.76969698,6.053333333,18,61376,63716
Gannawarra Shire,2014,House,-35.7052801,143.8237385,10549,908,150,82.05128205,11.06625,6.053333333,148,145000,164921
Gannawarra Shire,2014,Units/Apartment,-35.7052801,143.8237385,10549,908,150,80.76923077,11.24190476,6.053333333,10,187500,210100
Gannawarra Shire,2014,Vacant House Block,-35.7052801,143.8237385,10549,908,150,25.38461538,35.76969698,6.053333333,31,54000,55899
Gannawarra Shire,2013,House,-35.7052801,143.8237385,10549,908,150,82.05128205,11.06625,6.053333333,134,141250,159175
Gannawarra Shire,2013,Units/Apartment,-35.7052801,143.8237385,10549,908,150,80.76923077,11.24190476,6.053333333,9,187500,187333
Gannawarra Shire,2013,Vacant House Block,-35.7052801,143.8237385,10549,908,150,25.38461538,35.76969698,6.053333333,29,55000,65841
Gannawarra Shire,2012,House,-35.7052801,143.8237385,10549,908,150,82.05128205,11.06625,6.053333333,124,148500,157959
Gannawarra Shire,2012,Units/Apartment,-35.7052801,143.8237385,10549,908,150,80.76923077,11.24190476,6.053333333,9,173000,174666
Gannawarra Shire,2012,Vacant House Block,-35.7052801,143.8237385,10549,908,150,25.38461538,35.76969698,6.053333333,26,50500,64167
Gannawarra Shire,2011,House,-35.7052801,143.8237385,10366,764,125,76.41025641,9.998657718,6.112,90,149000,154161
Gannawarra Shire,2011,Units/Apartment,-35.7052801,143.8237385,10366,764,125,78.71794872,9.705537459,6.112,7,153500,134928
Gannawarra Shire,2011,Vacant House Block,-35.7052801,143.8237385,10366,764,125,25.64102564,29.796,6.112,27,50000,60059
Gannawarra Shire,2010,House,-35.7052801,143.8237385,10366,764,125,76.41025641,9.998657718,6.112,109,145002,166872
Gannawarra Shire,2010,Units/Apartment,-35.7052801,143.8237385,10366,764,125,78.71794872,9.705537459,6.112,8,170500,169687
Gannawarra Shire,2010,Vacant House Block,-35.7052801,143.8237385,10366,764,125,25.64102564,29.796,6.112,48,52000,48967
Gannawarra Shire,2009,House,-35.7052801,143.8237385,10366,764,125,76.41025641,9.998657718,6.112,120,139000,145218
Gannawarra Shire,2009,Units/Apartment,-35.7052801,143.8237385,10366,764,125,78.71794872,9.705537459,6.112,11,165000,150772
Gannawarra Shire,2009,Vacant House Block,-35.7052801,143.8237385,10366,764,125,25.64102564,29.796,6.112,27,52000,60777
Gannawarra Shire,2008,House,-35.7052801,143.8237385,10366,764,125,76.41025641,9.998657718,6.112,93,140000,145100
Gannawarra Shire,2008,Units/Apartment,-35.7052801,143.8237385,10366,764,125,78.71794872,9.705537459,6.112,9,168000,143333
Gannawarra Shire,2008,Vacant House Block,-35.7052801,143.8237385,10366,764,125,25.64102564,29.796,6.112,37,52000,66453
Gannawarra Shire,2007,House,-35.7052801,143.8237385,10366,764,125,76.41025641,9.998657718,6.112,153,135000,146375
Gannawarra Shire,2007,Units/Apartment,-35.7052801,143.8237385,10366,764,125,78.71794872,9.705537459,6.112,12,167500,151958
Gannawarra Shire,2007,Vacant House Block,-35.7052801,143.8237385,10366,764,125,25.64102564,29.796,6.112,46,61000,77372
Gannawarra Shire,2006,House,-35.7052801,143.8237385,11296,702,100,111.5384615,6.293793106,7.02,143,145000,154175
Gannawarra Shire,2006,Units/Apartment,-35.7052801,143.8237385,11296,702,100,147.3076923,4.765535248,7.02,14,191500,159357
Gannawarra Shire,2006,Vacant House Block,-35.7052801,143.8237385,11296,702,100,38.46153846,18.252,7.02,39,50000,51269
Glen Eira City,2016,House,-37.9034811,145.0383133,140875,1741,390,695.7692308,2.502266445,4.464102564,1364,1356750,1478148
Glen Eira City,2016,Units/Apartment,-37.9034811,145.0383133,140875,1741,390,307.6923077,5.65825,4.464102564,1467,600000,669420
Glen Eira City,2016,Vacant House Block,-37.9034811,145.0383133,140875,1741,390,243.5897436,7.147263158,4.464102564,4,475000,665750
Glen Eira City,2015,House,-37.9034811,145.0383133,140875,1741,390,695.7692308,2.502266445,4.464102564,1595,1255000,1356509
Glen Eira City,2015,Units/Apartment,-37.9034811,145.0383133,140875,1741,390,307.6923077,5.65825,4.464102564,2064,583500,645358
Glen Eira City,2015,Vacant House Block,-37.9034811,145.0383133,140875,1741,390,243.5897436,7.147263158,4.464102564,9,370000,686579
Glen Eira City,2014,House,-37.9034811,145.0383133,140875,1741,390,695.7692308,2.502266445,4.464102564,1563,1050000,1144819
Glen Eira City,2014,Units/Apartment,-37.9034811,145.0383133,140875,1741,390,307.6923077,5.65825,4.464102564,2352,552000,607198
Glen Eira City,2014,Vacant House Block,-37.9034811,145.0383133,140875,1741,390,243.5897436,7.147263158,4.464102564,8,445000,638375
Glen Eira City,2013,House,-37.9034811,145.0383133,140875,1741,390,695.7692308,2.502266445,4.464102564,1392,920000,1052195
Glen Eira City,2013,Units/Apartment,-37.9034811,145.0383133,140875,1741,390,307.6923077,5.65825,4.464102564,1784,528000,562589
Glen Eira City,2013,Vacant House Block,-37.9034811,145.0383133,140875,1741,390,243.5897436,7.147263158,4.464102564,7,730000,755714
Glen Eira City,2012,House,-37.9034811,145.0383133,140875,1741,390,695.7692308,2.502266445,4.464102564,1135,833000,943524
Glen Eira City,2012,Units/Apartment,-37.9034811,145.0383133,140875,1741,390,307.6923077,5.65825,4.464102564,1499,491000,524078
Glen Eira City,2012,Vacant House Block,-37.9034811,145.0383133,140875,1741,390,243.5897436,7.147263158,4.464102564,4,335000,481250
Glen Eira City,2011,House,-37.9034811,145.0383133,131013,1445,335,444.1025641,3.253752887,4.313432836,1161,866000,979828
Glen Eira City,2011,Units/Apartment,-37.9034811,145.0383133,131013,1445,335,269.2307692,5.367142858,4.313432836,1454,525000,554932
Glen Eira City,2011,Vacant House Block,-37.9034811,145.0383133,131013,1445,335,156.4102564,9.238524591,4.313432836,4,305000,308750
Glen Eira City,2010,House,-37.9034811,145.0383133,131013,1445,335,444.1025641,3.253752887,4.313432836,1359,905000,1009641
Glen Eira City,2010,Units/Apartment,-37.9034811,145.0383133,131013,1445,335,269.2307692,5.367142858,4.313432836,1528,535000,565225
Glen Eira City,2010,Vacant House Block,-37.9034811,145.0383133,131013,1445,335,156.4102564,9.238524591,4.313432836,3,270000,456666
Glen Eira City,2009,House,-37.9034811,145.0383133,131013,1445,335,444.1025641,3.253752887,4.313432836,1382,780000,863305
Glen Eira City,2009,Units/Apartment,-37.9034811,145.0383133,131013,1445,335,269.2307692,5.367142858,4.313432836,1649,460000,491587
Glen Eira City,2009,Vacant House Block,-37.9034811,145.0383133,131013,1445,335,156.4102564,9.238524591,4.313432836,12,270000,256916
Glen Eira City,2008,House,-37.9034811,145.0383133,131013,1445,335,444.1025641,3.253752887,4.313432836,1180,750000,843076
Glen Eira City,2008,Units/Apartment,-37.9034811,145.0383133,131013,1445,335,269.2307692,5.367142858,4.313432836,1408,421000,444534
Glen Eira City,2008,Vacant House Block,-37.9034811,145.0383133,131013,1445,335,156.4102564,9.238524591,4.313432836,4,262500,340500
Glen Eira City,2007,House,-37.9034811,145.0383133,131013,1445,335,444.1025641,3.253752887,4.313432836,1597,750000,846666
Glen Eira City,2007,Units/Apartment,-37.9034811,145.0383133,131013,1445,335,269.2307692,5.367142858,4.313432836,1924,385000,429218
Glen Eira City,2007,Vacant House Block,-37.9034811,145.0383133,131013,1445,335,156.4102564,9.238524591,4.313432836,8,232500,322500
Glen Eira City,2006,House,-37.9034811,145.0383133,124083,1111,220,446.5384615,2.488027563,5.05,1522,580500,655491
Glen Eira City,2006,Units/Apartment,-37.9034811,145.0383133,124083,1111,220,272.6923077,4.074188998,5.05,1560,354500,374765
Glen Eira City,2006,Vacant House Block,-37.9034811,145.0383133,124083,1111,220,268.6615385,4.135314665,5.05,2,349260,349260
Glenelg Shire,2016,House,-37.9078291,141.5150077,19557,1043,182,100,10.43,5.730769231,243,195000,205982
Glenelg Shire,2016,Units/Apartment,-37.9078291,141.5150077,19557,1043,182,76.92307692,13.559,5.730769231,15,150000,199333
Glenelg Shire,2016,Vacant House Block,-37.9078291,141.5150077,19557,1043,182,39.74358974,26.24322581,5.730769231,24,77500,91812
Glenelg Shire,2015,House,-37.9078291,141.5150077,19557,1043,182,100,10.43,5.730769231,233,205000,222737
Glenelg Shire,2015,Units/Apartment,-37.9078291,141.5150077,19557,1043,182,76.92307692,13.559,5.730769231,24,210000,183668
Glenelg Shire,2015,Vacant House Block,-37.9078291,141.5150077,19557,1043,182,39.74358974,26.24322581,5.730769231,24,51625,60781
Glenelg Shire,2014,House,-37.9078291,141.5150077,19557,1043,182,100,10.43,5.730769231,234,170000,188002
Glenelg Shire,2014,Units/Apartment,-37.9078291,141.5150077,19557,1043,182,76.92307692,13.559,5.730769231,23,210000,212391
Glenelg Shire,2014,Vacant House Block,-37.9078291,141.5150077,19557,1043,182,39.74358974,26.24322581,5.730769231,23,80000,78065
Glenelg Shire,2013,House,-37.9078291,141.5150077,19557,1043,182,100,10.43,5.730769231,222,209500,208666
Glenelg Shire,2013,Units/Apartment,-37.9078291,141.5150077,19557,1043,182,76.92307692,13.559,5.730769231,14,152500,166392
Glenelg Shire,2013,Vacant House Block,-37.9078291,141.5150077,19557,1043,182,39.74358974,26.24322581,5.730769231,50,85000,89850
Glenelg Shire,2012,House,-37.9078291,141.5150077,19557,1043,182,100,10.43,5.730769231,210,205000,216716
Glenelg Shire,2012,Units/Apartment,-37.9078291,141.5150077,19557,1043,182,76.92307692,13.559,5.730769231,27,210500,212266
Glenelg Shire,2012,Vacant House Block,-37.9078291,141.5150077,19557,1043,182,39.74358974,26.24322581,5.730769231,41,80000,72973
Glenelg Shire,2011,House,-37.9078291,141.5150077,19575,899,161,110.2564103,8.153720927,5.583850932,240,215000,226796
Glenelg Shire,2011,Units/Apartment,-37.9078291,141.5150077,19575,899,161,94.87179487,9.475945946,5.583850932,17,185000,181647
