Site,Year,Type,lat,lon,population,WeeklyIncome,WeeklyRent,Weekly pay,WeeklyLoanRatio,WeeklyRentRatio,No_of_Sales,Median_Price,Mean_Price
Melbourne City,2015,Units/Apartment,-37.813611,144.963056,135959,1354,450,269.7435897,5.01958175,3.008888889,4678,511100,626206
Melbourne City,2015,Vacant House Block,-37.813611,144.963056,135959,1354,450,500,2.708,3.008888889,1,495000,495000
Melbourne City,2014,House,-37.813611,144.963056,135959,1354,450,610.2564103,2.218739496,3.008888889,385,915000,1283405
Melbourne City,2014,Units/Apartment,-37.813611,144.963056,135959,1354,450,269.7435897,5.01958175,3.008888889,7904,522000,586607
Melbourne City,2014,Vacant House Block,-37.813611,144.963056,135959,1354,450,500,2.708,3.008888889,1,515000,515000
Melbourne City,2013,House,-37.813611,144.963056,135959,1354,450,610.2564103,2.218739496,3.008888889,428,810000,1105689
Melbourne City,2013,Units/Apartment,-37.813611,144.963056,135959,1354,450,269.7435897,5.01958175,3.008888889,7527,515000,587401
Melbourne City,2013,Vacant House Block,-37.813611,144.963056,135959,1354,450,500,2.708,3.008888889,10,352500,414750
Melbourne City,2012,House,-37.813611,144.963056,135959,1354,450,610.2564103,2.218739496,3.008888889,344,739000,1013449
Melbourne City,2012,Units/Apartment,-37.813611,144.963056,135959,1354,450,269.7435897,5.01958175,3.008888889,5645,497000,558072
Melbourne City,2012,Vacant House Block,-37.813611,144.963056,135959,1354,450,500,2.708,3.008888889,6,445250,585333
Melbourne City,2011,House,-37.813611,144.963056,93625,1352,400,384.6148718,3.515204687,3.38,380,749999,1046724
Melbourne City,2011,Units/Apartment,-37.813611,144.963056,93625,1352,400,256.4102564,5.2728,3.38,6435,500000,568428
Melbourne City,2011,Vacant House Block,-37.813611,144.963056,93625,1352,400,169.2307692,7.989090911,3.38,5,330000,524800
Melbourne City,2010,House,-37.813611,144.963056,93625,1352,400,384.6148718,3.515204687,3.38,321,800000,1041285
Melbourne City,2010,Units/Apartment,-37.813611,144.963056,93625,1352,400,256.4102564,5.2728,3.38,7705,496000,571488
Melbourne City,2010,Vacant House Block,-37.813611,144.963056,93625,1352,400,169.2307692,7.989090911,3.38,7,347000,676785
Melbourne City,2009,House,-37.813611,144.963056,93625,1352,400,384.6148718,3.515204687,3.38,386,661000,904166
Melbourne City,2009,Units/Apartment,-37.813611,144.963056,93625,1352,400,256.4102564,5.2728,3.38,5801,430000,498935
Melbourne City,2009,Vacant House Block,-37.813611,144.963056,93625,1352,400,169.2307692,7.989090911,3.38,7,269500,310717
Melbourne City,2008,House,-37.813611,144.963056,93625,1352,400,384.6148718,3.515204687,3.38,341,615000,886154
Melbourne City,2008,Units/Apartment,-37.813611,144.963056,93625,1352,400,256.4102564,5.2728,3.38,5100,410000,484170
Melbourne City,2008,Vacant House Block,-37.813611,144.963056,93625,1352,400,169.2307692,7.989090911,3.38,2,258875,258875
Melbourne City,2007,House,-37.813611,144.963056,93625,1352,400,384.6148718,3.515204687,3.38,572,650000,922408
Melbourne City,2007,Units/Apartment,-37.813611,144.963056,93625,1352,400,256.4102564,5.2728,3.38,6099,391500,521728
Melbourne City,2007,Vacant House Block,-37.813611,144.963056,93625,1352,400,169.2307692,7.989090911,3.38,6,328250,296083
Melbourne City,2006,House,-37.813611,144.963056,71380,1081,300,409.6153846,2.639061033,3.603333333,471,532500,767015
Melbourne City,2006,Units/Apartment,-37.813611,144.963056,71380,1081,300,271.5384615,3.981019831,3.603333333,4186,353000,442820
Melbourne City,2006,Vacant House Block,-37.813611,144.963056,71380,1081,300,200,5.405,3.603333333,14,260000,264121
Melton City,2016,House,-37.6881754,144.6533747,135443,1542,300,205.1282051,7.517250001,5.14,2345,400000,434842
Melton City,2016,Units/Apartment,-37.6881754,144.6533747,135443,1542,300,153.8461538,10.023,5.14,343,300000,310423
Melton City,2016,Vacant House Block,-37.6881754,144.6533747,135443,1542,300,81.53846154,18.91132075,5.14,1447,159000,187845
Melton City,2015,House,-37.6881754,144.6533747,135443,1542,300,205.1282051,7.517250001,5.14,2258,385000,410255
Melton City,2015,Units/Apartment,-37.6881754,144.6533747,135443,1542,300,153.8461538,10.023,5.14,376,273750,297836
Melton City,2015,Vacant House Block,-37.6881754,144.6533747,135443,1542,300,81.53846154,18.91132075,5.14,2040,183650,197855
Melton City,2014,House,-37.6881754,144.6533747,135443,1542,300,205.1282051,7.517250001,5.14,1945,380000,392768
Melton City,2014,Units/Apartment,-37.6881754,144.6533747,135443,1542,300,153.8461538,10.023,5.14,399,301500,313634
Melton City,2014,Vacant House Block,-37.6881754,144.6533747,135443,1542,300,81.53846154,18.91132075,5.14,1593,155000,186172
Melton City,2013,House,-37.6881754,144.6533747,135443,1542,300,205.1282051,7.517250001,5.14,1814,360000,378505
Melton City,2013,Units/Apartment,-37.6881754,144.6533747,135443,1542,300,153.8461538,10.023,5.14,398,265000,272519
Melton City,2013,Vacant House Block,-37.6881754,144.6533747,135443,1542,300,81.53846154,18.91132075,5.14,1406,184950,194752
Melton City,2012,House,-37.6881754,144.6533747,135443,1542,300,205.1282051,7.517250001,5.14,1687,353000,368430
Melton City,2012,Units/Apartment,-37.6881754,144.6533747,135443,1542,300,153.8461538,10.023,5.14,305,286000,290113
Melton City,2012,Vacant House Block,-37.6881754,144.6533747,135443,1542,300,81.53846154,18.91132075,5.14,1028,198000,200668
Melton City,2011,House,-37.6881754,144.6533747,109259,1363,270,182.0512821,7.486901406,5.048148148,1787,355000,367482
Melton City,2011,Units/Apartment,-37.6881754,144.6533747,109259,1363,270,138.974359,9.807564574,5.048148148,276,271000,281119
Melton City,2011,Vacant House Block,-37.6881754,144.6533747,109259,1363,270,94.87179487,14.36675676,5.048148148,1338,185000,201102
Melton City,2010,House,-37.6881754,144.6533747,109259,1363,270,182.0512821,7.486901406,5.048148148,2175,335000,353389
Melton City,2010,Units/Apartment,-37.6881754,144.6533747,109259,1363,270,138.974359,9.807564574,5.048148148,379,259000,288898
Melton City,2010,Vacant House Block,-37.6881754,144.6533747,109259,1363,270,94.87179487,14.36675676,5.048148148,2457,140000,163162
Melton City,2009,House,-37.6881754,144.6533747,109259,1363,270,182.0512821,7.486901406,5.048148148,2403,305000,315014
Melton City,2009,Units/Apartment,-37.6881754,144.6533747,109259,1363,270,138.974359,9.807564574,5.048148148,423,250000,266789
Melton City,2009,Vacant House Block,-37.6881754,144.6533747,109259,1363,270,94.87179487,14.36675676,5.048148148,2399,125000,145761
Melton City,2008,House,-37.6881754,144.6533747,109259,1363,270,182.0512821,7.486901406,5.048148148,2165,285000,293178
Melton City,2008,Units/Apartment,-37.6881754,144.6533747,109259,1363,270,138.974359,9.807564574,5.048148148,331,233700,240986
Melton City,2008,Vacant House Block,-37.6881754,144.6533747,109259,1363,270,94.87179487,14.36675676,5.048148148,2196,130000,136201
Melton City,2007,House,-37.6881754,144.6533747,109259,1363,270,182.0512821,7.486901406,5.048148148,2181,263000,270430
Melton City,2007,Units/Apartment,-37.6881754,144.6533747,109259,1363,270,138.974359,9.807564574,5.048148148,278,215000,234915
Melton City,2007,Vacant House Block,-37.6881754,144.6533747,109259,1363,270,94.87179487,14.36675676,5.048148148,2871,129000,129940
Melton City,2006,House,-37.6881754,144.6533747,78912,1122,186,196.1538462,5.719999999,6.032258065,1409,255000,255902
Melton City,2006,Units/Apartment,-37.6881754,144.6533747,78912,1122,186,169.2307692,6.630000001,6.032258065,156,220000,223512
Melton City,2006,Vacant House Block,-37.6881754,144.6533747,78912,1122,186,99.23076923,11.30697674,6.032258065,1898,129000,131520
Mildura Rural City,2016,House,-34.8621033,141.6834275,53878,1064,210,126.6666667,8.399999998,5.066666667,971,247000,257213
Mildura Rural City,2016,Units/Apartment,-34.8621033,141.6834275,53878,1064,210,91.02564103,11.68901408,5.066666667,179,177500,192198
Mildura Rural City,2016,Vacant House Block,-34.8621033,141.6834275,53878,1064,210,48.82051282,21.79411765,5.066666667,175,95200,109493
Mildura Rural City,2015,House,-34.8621033,141.6834275,53878,1064,210,126.6666667,8.399999998,5.066666667,968,243025,253719
Mildura Rural City,2015,Units/Apartment,-34.8621033,141.6834275,53878,1064,210,91.02564103,11.68901408,5.066666667,195,160000,187872
Mildura Rural City,2015,Vacant House Block,-34.8621033,141.6834275,53878,1064,210,48.82051282,21.79411765,5.066666667,208,95000,103500
Mildura Rural City,2014,House,-34.8621033,141.6834275,53878,1064,210,126.6666667,8.399999998,5.066666667,934,225000,239282
Mildura Rural City,2014,Units/Apartment,-34.8621033,141.6834275,53878,1064,210,91.02564103,11.68901408,5.066666667,211,162250,179715
Mildura Rural City,2014,Vacant House Block,-34.8621033,141.6834275,53878,1064,210,48.82051282,21.79411765,5.066666667,181,87000,92161
Mildura Rural City,2013,House,-34.8621033,141.6834275,53878,1064,210,126.6666667,8.399999998,5.066666667,869,218600,230942
Mildura Rural City,2013,Units/Apartment,-34.8621033,141.6834275,53878,1064,210,91.02564103,11.68901408,5.066666667,225,148000,162513
Mildura Rural City,2013,Vacant House Block,-34.8621033,141.6834275,53878,1064,210,48.82051282,21.79411765,5.066666667,210,86000,92083
Mildura Rural City,2012,House,-34.8621033,141.6834275,53878,1064,210,126.6666667,8.399999998,5.066666667,731,210000,217860
Mildura Rural City,2012,Units/Apartment,-34.8621033,141.6834275,53878,1064,210,91.02564103,11.68901408,5.066666667,168,145000,164000
Mildura Rural City,2012,Vacant House Block,-34.8621033,141.6834275,53878,1064,210,48.82051282,21.79411765,5.066666667,200,83000,87182
Mildura Rural City,2011,House,-34.8621033,141.6834275,50979,878,170,109.2307692,8.038028171,5.164705882,710,213000,222761
Mildura Rural City,2011,Units/Apartment,-34.8621033,141.6834275,50979,878,170,76.92307692,11.414,5.164705882,103,150000,164815
Mildura Rural City,2011,Vacant House Block,-34.8621033,141.6834275,50979,878,170,41.02564103,21.40125,5.164705882,288,80000,87133
Mildura Rural City,2010,House,-34.8621033,141.6834275,50979,878,170,109.2307692,8.038028171,5.164705882,768,210000,217377
Mildura Rural City,2010,Units/Apartment,-34.8621033,141.6834275,50979,878,170,76.92307692,11.414,5.164705882,128,165000,177796
Mildura Rural City,2010,Vacant House Block,-34.8621033,141.6834275,50979,878,170,41.02564103,21.40125,5.164705882,188,81500,96732
Mildura Rural City,2009,House,-34.8621033,141.6834275,50979,878,170,109.2307692,8.038028171,5.164705882,910,195000,205726
Mildura Rural City,2009,Units/Apartment,-34.8621033,141.6834275,50979,878,170,76.92307692,11.414,5.164705882,170,155500,167717
Mildura Rural City,2009,Vacant House Block,-34.8621033,141.6834275,50979,878,170,41.02564103,21.40125,5.164705882,382,73500,82827
Mildura Rural City,2008,House,-34.8621033,141.6834275,50979,878,170,109.2307692,8.038028171,5.164705882,794,192000,205642
Mildura Rural City,2008,Units/Apartment,-34.8621033,141.6834275,50979,878,170,76.92307692,11.414,5.164705882,178,159975,170784
Mildura Rural City,2008,Vacant House Block,-34.8621033,141.6834275,50979,878,170,41.02564103,21.40125,5.164705882,190,78085,79856
Mildura Rural City,2007,House,-34.8621033,141.6834275,50979,878,170,109.2307692,8.038028171,5.164705882,892,200000,213656
Mildura Rural City,2007,Units/Apartment,-34.8621033,141.6834275,50979,878,170,76.92307692,11.414,5.164705882,199,160000,168505
Mildura Rural City,2007,Vacant House Block,-34.8621033,141.6834275,50979,878,170,41.02564103,21.40125,5.164705882,288,77500,84186
Mildura Rural City,2006,House,-34.8621033,141.6834275,49815,785,150,146.1538462,5.37105263,5.233333333,869,190000,202941
Mildura Rural City,2006,Units/Apartment,-34.8621033,141.6834275,49815,785,150,123.0769231,6.378124999,5.233333333,176,160000,161324
Mildura Rural City,2006,Vacant House Block,-34.8621033,141.6834275,49815,785,150,61.53846154,12.75625,5.233333333,350,80000,85636
Mitchell Shire,2016,House,-37.1847484,145.0493375,40918,1391,265,171.7948718,8.096865671,5.249056604,567,335000,344857
Mitchell Shire,2016,Units/Apartment,-37.1847484,145.0493375,40918,1391,265,141.025641,9.863454547,5.249056604,93,275000,264908
Mitchell Shire,2016,Vacant House Block,-37.1847484,145.0493375,40918,1391,265,76.41025641,18.20436242,5.249056604,371,149000,160528
Mitchell Shire,2015,House,-37.1847484,145.0493375,40918,1391,265,171.7948718,8.096865671,5.249056604,529,317500,323619
Mitchell Shire,2015,Units/Apartment,-37.1847484,145.0493375,40918,1391,265,141.025641,9.863454547,5.249056604,78,250000,261310
Mitchell Shire,2015,Vacant House Block,-37.1847484,145.0493375,40918,1391,265,76.41025641,18.20436242,5.249056604,386,149000,161522
Mitchell Shire,2014,House,-37.1847484,145.0493375,40918,1391,265,171.7948718,8.096865671,5.249056604,486,310000,313684
Mitchell Shire,2014,Units/Apartment,-37.1847484,145.0493375,40918,1391,265,141.025641,9.863454547,5.249056604,75,241002,243121
Mitchell Shire,2014,Vacant House Block,-37.1847484,145.0493375,40918,1391,265,76.41025641,18.20436242,5.249056604,326,147000,150127
Mitchell Shire,2013,House,-37.1847484,145.0493375,40918,1391,265,171.7948718,8.096865671,5.249056604,435,308000,311318
Mitchell Shire,2013,Units/Apartment,-37.1847484,145.0493375,40918,1391,265,141.025641,9.863454547,5.249056604,69,252000,239898
Mitchell Shire,2013,Vacant House Block,-37.1847484,145.0493375,40918,1391,265,76.41025641,18.20436242,5.249056604,331,149000,149136
Mitchell Shire,2012,House,-37.1847484,145.0493375,40918,1391,265,171.7948718,8.096865671,5.249056604,399,300000,304135
Mitchell Shire,2012,Units/Apartment,-37.1847484,145.0493375,40918,1391,265,141.025641,9.863454547,5.249056604,71,250000,238156
Mitchell Shire,2012,Vacant House Block,-37.1847484,145.0493375,40918,1391,265,76.41025641,18.20436242,5.249056604,393,144000,144781
Mitchell Shire,2011,House,-37.1847484,145.0493375,34637,1170,205,151.2820513,7.733898304,5.707317073,424,295000,297770
Mitchell Shire,2011,Units/Apartment,-37.1847484,145.0493375,34637,1170,205,128.2051282,9.126,5.707317073,69,250000,246452
Mitchell Shire,2011,Vacant House Block,-37.1847484,145.0493375,34637,1170,205,74.35897436,15.73448276,5.707317073,470,145000,145552
Mitchell Shire,2010,House,-37.1847484,145.0493375,34637,1170,205,151.2820513,7.733898304,5.707317073,436,289250,293519
Mitchell Shire,2010,Units/Apartment,-37.1847484,145.0493375,34637,1170,205,128.2051282,9.126,5.707317073,80,249000,231770
Mitchell Shire,2010,Vacant House Block,-37.1847484,145.0493375,34637,1170,205,74.35897436,15.73448276,5.707317073,718,135000,137719
Mitchell Shire,2009,House,-37.1847484,145.0493375,34637,1170,205,151.2820513,7.733898304,5.707317073,452,252000,252734
Mitchell Shire,2009,Units/Apartment,-37.1847484,145.0493375,34637,1170,205,128.2051282,9.126,5.707317073,69,235000,216275
Mitchell Shire,2009,Vacant House Block,-37.1847484,145.0493375,34637,1170,205,74.35897436,15.73448276,5.707317073,667,118000,117474
Mitchell Shire,2008,House,-37.1847484,145.0493375,34637,1170,205,151.2820513,7.733898304,5.707317073,390,240000,238560
Mitchell Shire,2008,Units/Apartment,-37.1847484,145.0493375,34637,1170,205,128.2051282,9.126,5.707317073,62,213000,211189
Mitchell Shire,2008,Vacant House Block,-37.1847484,145.0493375,34637,1170,205,74.35897436,15.73448276,5.707317073,269,98000,104056
Mitchell Shire,2007,House,-37.1847484,145.0493375,34637,1170,205,151.2820513,7.733898304,5.707317073,506,230000,237455
Mitchell Shire,2007,Units/Apartment,-37.1847484,145.0493375,34637,1170,205,128.2051282,9.126,5.707317073,54,211000,426934
Mitchell Shire,2007,Vacant House Block,-37.1847484,145.0493375,34637,1170,205,74.35897436,15.73448276,5.707317073,221,109000,113410
Mitchell Shire,2006,House,-37.1847484,145.0493375,30928,1009,150,176.5384615,5.715468411,6.726666667,394,229500,232978
Mitchell Shire,2006,Units/Apartment,-37.1847484,145.0493375,30928,1009,150,146.1538462,6.903684208,6.726666667,52,190000,185106
Mitchell Shire,2006,Vacant House Block,-37.1847484,145.0493375,30928,1009,150,82,12.30487805,6.726666667,188,106600,113140
Moira Shire,2016,House,-35.9897244,145.5801757,29112,1014,200,130.7692308,7.754117645,5.07,466,255000,295910
Moira Shire,2016,Units/Apartment,-35.9897244,145.5801757,29112,1014,200,101.025641,10.03705584,5.07,81,197000,207446
Moira Shire,2016,Vacant House Block,-35.9897244,145.5801757,29112,1014,200,55.95948718,18.12025183,5.07,132,109121,132109
Moira Shire,2015,House,-35.9897244,145.5801757,29112,1014,200,130.7692308,7.754117645,5.07,436,250000,267441
Moira Shire,2015,Units/Apartment,-35.9897244,145.5801757,29112,1014,200,101.025641,10.03705584,5.07,70,205000,223121
Moira Shire,2015,Vacant House Block,-35.9897244,145.5801757,29112,1014,200,55.95948718,18.12025183,5.07,134,100000,111575
Moira Shire,2014,House,-35.9897244,145.5801757,29112,1014,200,130.7692308,7.754117645,5.07,365,236000,259650
Moira Shire,2014,Units/Apartment,-35.9897244,145.5801757,29112,1014,200,101.025641,10.03705584,5.07,88,191000,225388
Moira Shire,2014,Vacant House Block,-35.9897244,145.5801757,29112,1014,200,55.95948718,18.12025183,5.07,145,89000,96196
Moira Shire,2013,House,-35.9897244,145.5801757,29112,1014,200,130.7692308,7.754117645,5.07,367,220000,247774
Moira Shire,2013,Units/Apartment,-35.9897244,145.5801757,29112,1014,200,101.025641,10.03705584,5.07,93,187500,196537
Moira Shire,2013,Vacant House Block,-35.9897244,145.5801757,29112,1014,200,55.95948718,18.12025183,5.07,123,90880,105571
Moira Shire,2012,House,-35.9897244,145.5801757,29112,1014,200,130.7692308,7.754117645,5.07,326,235000,254040
Moira Shire,2012,Units/Apartment,-35.9897244,145.5801757,29112,1014,200,101.025641,10.03705584,5.07,70,201750,207683
Moira Shire,2012,Vacant House Block,-35.9897244,145.5801757,29112,1014,200,55.95948718,18.12025183,5.07,112,87832,98569
Moira Shire,2011,House,-35.9897244,145.5801757,28124,828,160,115.3846154,7.175999999,5.175,309,225000,258494
Moira Shire,2011,Units/Apartment,-35.9897244,145.5801757,28124,828,160,92.30769231,8.97,5.175,76,180000,231528
Moira Shire,2011,Vacant House Block,-35.9897244,145.5801757,28124,828,160,45.64102564,18.14157303,5.175,133,89000,99359
Moira Shire,2010,House,-35.9897244,145.5801757,28124,828,160,115.3846154,7.175999999,5.175,313,235000,263514
Moira Shire,2010,Units/Apartment,-35.9897244,145.5801757,28124,828,160,92.30769231,8.97,5.175,72,186750,208741
Moira Shire,2010,Vacant House Block,-35.9897244,145.5801757,28124,828,160,45.64102564,18.14157303,5.175,158,95000,101675
Moira Shire,2009,House,-35.9897244,145.5801757,28124,828,160,115.3846154,7.175999999,5.175,325,215000,240161
Moira Shire,2009,Units/Apartment,-35.9897244,145.5801757,28124,828,160,92.30769231,8.97,5.175,105,189000,242080
Moira Shire,2009,Vacant House Block,-35.9897244,145.5801757,28124,828,160,45.64102564,18.14157303,5.175,180,87987,91470
Moira Shire,2008,House,-35.9897244,145.5801757,28124,828,160,115.3846154,7.175999999,5.175,295,210000,241074
Moira Shire,2008,Units/Apartment,-35.9897244,145.5801757,28124,828,160,92.30769231,8.97,5.175,66,182500,212964
Moira Shire,2008,Vacant House Block,-35.9897244,145.5801757,28124,828,160,45.64102564,18.14157303,5.175,183,80000,93215
Moira Shire,2007,House,-35.9897244,145.5801757,28124,828,160,115.3846154,7.175999999,5.175,388,214500,258740
Moira Shire,2007,Units/Apartment,-35.9897244,145.5801757,28124,828,160,92.30769231,8.97,5.175,105,205000,211845
Moira Shire,2007,Vacant House Block,-35.9897244,145.5801757,28124,828,160,45.64102564,18.14157303,5.175,232,101000,119638
Moira Shire,2006,House,-35.9897244,145.5801757,27087,740,130,153.8461538,4.810000001,5.692307692,402,200000,227481
Moira Shire,2006,Units/Apartment,-35.9897244,145.5801757,27087,740,130,132.6923077,5.576811594,5.692307692,96,172500,189937
Moira Shire,2006,Vacant House Block,-35.9897244,145.5801757,27087,740,130,60,12.33333333,5.692307692,208,78000,80715
Monash City,2016,House,-37.9015913,145.1155133,182618,1512,391,566.6666667,2.668235294,3.867007673,1883,1105000,1198353
Monash City,2016,Units/Apartment,-37.9015913,145.1155133,182618,1512,391,343.5897436,4.400597015,3.867007673,1110,670000,677540
Monash City,2016,Vacant House Block,-37.9015913,145.1155133,182618,1512,391,539.8717949,2.800664925,3.867007673,12,1052750,951833
Monash City,2015,House,-37.9015913,145.1155133,182618,1512,391,566.6666667,2.668235294,3.867007673,2609,1100000,1200441
Monash City,2015,Units/Apartment,-37.9015913,145.1155133,182618,1512,391,343.5897436,4.400597015,3.867007673,1571,640000,655227
Monash City,2015,Vacant House Block,-37.9015913,145.1155133,182618,1512,391,539.8717949,2.800664925,3.867007673,16,622500,712765
Monash City,2014,House,-37.9015913,145.1155133,182618,1512,391,566.6666667,2.668235294,3.867007673,2330,860000,964949
Monash City,2014,Units/Apartment,-37.9015913,145.1155133,182618,1512,391,343.5897436,4.400597015,3.867007673,1672,550000,582251
Monash City,2014,Vacant House Block,-37.9015913,145.1155133,182618,1512,391,539.8717949,2.800664925,3.867007673,33,580000,655632
Monash City,2013,House,-37.9015913,145.1155133,182618,1512,391,566.6666667,2.668235294,3.867007673,2115,750000,806610
Monash City,2013,Units/Apartment,-37.9015913,145.1155133,182618,1512,391,343.5897436,4.400597015,3.867007673,1550,526000,537544
Monash City,2013,Vacant House Block,-37.9015913,145.1155133,182618,1512,391,539.8717949,2.800664925,3.867007673,37,505000,530165
Monash City,2012,House,-37.9015913,145.1155133,182618,1512,391,566.6666667,2.668235294,3.867007673,1721,669000,717873
Monash City,2012,Units/Apartment,-37.9015913,145.1155133,182618,1512,391,343.5897436,4.400597015,3.867007673,1097,487500,507200
Monash City,2012,Vacant House Block,-37.9015913,145.1155133,182618,1512,391,539.8717949,2.800664925,3.867007673,41,348000,486162
Monash City,2011,House,-37.9015913,145.1155133,169280,1321,345,347.9051282,3.797012153,3.828985507,1686,678415,729682
Monash City,2011,Units/Apartment,-37.9015913,145.1155133,169280,1321,345,243.5897436,5.423052631,3.828985507,1232,475000,502710
Monash City,2011,Vacant House Block,-37.9015913,145.1155133,169280,1321,345,202.5641026,6.521392404,3.828985507,42,395000,462269
Monash City,2010,House,-37.9015913,145.1155133,169280,1321,345,347.9051282,3.797012153,3.828985507,1855,718000,764948
Monash City,2010,Units/Apartment,-37.9015913,145.1155133,169280,1321,345,243.5897436,5.423052631,3.828985507,1266,482609,493270
Monash City,2010,Vacant House Block,-37.9015913,145.1155133,169280,1321,345,202.5641026,6.521392404,3.828985507,26,387500,421559
Monash City,2009,House,-37.9015913,145.1155133,169280,1321,345,347.9051282,3.797012153,3.828985507,2056,615000,649848
Monash City,2009,Units/Apartment,-37.9015913,145.1155133,169280,1321,345,243.5897436,5.423052631,3.828985507,1385,450000,483158
Monash City,2009,Vacant House Block,-37.9015913,145.1155133,169280,1321,345,202.5641026,6.521392404,3.828985507,34,278450,327027
Monash City,2008,House,-37.9015913,145.1155133,169280,1321,345,347.9051282,3.797012153,3.828985507,1680,571350,602232
Monash City,2008,Units/Apartment,-37.9015913,145.1155133,169280,1321,345,243.5897436,5.423052631,3.828985507,957,406000,427264
Monash City,2008,Vacant House Block,-37.9015913,145.1155133,169280,1321,345,202.5641026,6.521392404,3.828985507,25,350000,366313
Monash City,2007,House,-37.9015913,145.1155133,169280,1321,345,347.9051282,3.797012153,3.828985507,2418,535300,568220
Monash City,2007,Units/Apartment,-37.9015913,145.1155133,169280,1321,345,243.5897436,5.423052631,3.828985507,1356,390000,423818
Monash City,2007,Vacant House Block,-37.9015913,145.1155133,169280,1321,345,202.5641026,6.521392404,3.828985507,76,285500,324519
Monash City,2006,House,-37.9015913,145.1155133,161241,1108,230,330.7692308,3.349767442,4.817391304,2227,430000,462161
Monash City,2006,Units/Apartment,-37.9015913,145.1155133,161241,1108,230,269.2307692,4.115428572,4.817391304,1021,350000,374513
Monash City,2006,Vacant House Block,-37.9015913,145.1155133,161241,1108,230,212.3076923,5.21884058,4.817391304,73,276000,275314
Moonee Valley City,2016,House,-37.7465015,144.9061342,116671,1635,350,471.7948718,3.46548913,4.671428571,1423,920000,1045878
Moonee Valley City,2016,Units/Apartment,-37.7465015,144.9061342,116671,1635,350,255.8974359,6.389278557,4.671428571,919,499000,528905
Moonee Valley City,2016,Vacant House Block,-37.7465015,144.9061342,116671,1635,350,210.2564103,7.776219511,4.671428571,28,410000,430447
Moonee Valley City,2015,House,-37.7465015,144.9061342,116671,1635,350,471.7948718,3.46548913,4.671428571,1669,840000,948136
Moonee Valley City,2015,Units/Apartment,-37.7465015,144.9061342,116671,1635,350,255.8974359,6.389278557,4.671428571,1114,492000,508574
Moonee Valley City,2015,Vacant House Block,-37.7465015,144.9061342,116671,1635,350,210.2564103,7.776219511,4.671428571,40,467500,523938
Moonee Valley City,2014,House,-37.7465015,144.9061342,116671,1635,350,471.7948718,3.46548913,4.671428571,1567,760000,841783
Moonee Valley City,2014,Units/Apartment,-37.7465015,144.9061342,116671,1635,350,255.8974359,6.389278557,4.671428571,1192,475000,494150
Moonee Valley City,2014,Vacant House Block,-37.7465015,144.9061342,116671,1635,350,210.2564103,7.776219511,4.671428571,73,418500,436553
Moonee Valley City,2013,House,-37.7465015,144.9061342,116671,1635,350,471.7948718,3.46548913,4.671428571,1503,710000,776087
Moonee Valley City,2013,Units/Apartment,-37.7465015,144.9061342,116671,1635,350,255.8974359,6.389278557,4.671428571,1183,465000,477742
Moonee Valley City,2013,Vacant House Block,-37.7465015,144.9061342,116671,1635,350,210.2564103,7.776219511,4.671428571,118,449000,454142
Moonee Valley City,2012,House,-37.7465015,144.9061342,116671,1635,350,471.7948718,3.46548913,4.671428571,1174,660750,741958
Moonee Valley City,2012,Units/Apartment,-37.7465015,144.9061342,116671,1635,350,255.8974359,6.389278557,4.671428571,876,460000,466779
Moonee Valley City,2012,Vacant House Block,-37.7465015,144.9061342,116671,1635,350,210.2564103,7.776219511,4.671428571,62,450000,474387
Moonee Valley City,2011,House,-37.7465015,144.9061342,107443,1377,300,358.974359,3.835928571,4.59,1181,700000,782980
Moonee Valley City,2011,Units/Apartment,-37.7465015,144.9061342,107443,1377,300,241.025641,5.713085107,4.59,900,470000,485506
Moonee Valley City,2011,Vacant House Block,-37.7465015,144.9061342,107443,1377,300,206.4102564,6.671180125,4.59,56,402500,447468
Moonee Valley City,2010,House,-37.7465015,144.9061342,107443,1377,300,358.974359,3.835928571,4.59,1345,720000,802409
Moonee Valley City,2010,Units/Apartment,-37.7465015,144.9061342,107443,1377,300,241.025641,5.713085107,4.59,1215,475000,488800
Moonee Valley City,2010,Vacant House Block,-37.7465015,144.9061342,107443,1377,300,206.4102564,6.671180125,4.59,78,370000,381348
Moonee Valley City,2009,House,-37.7465015,144.9061342,107443,1377,300,358.974359,3.835928571,4.59,1357,582000,643143
Moonee Valley City,2009,Units/Apartment,-37.7465015,144.9061342,107443,1377,300,241.025641,5.713085107,4.59,1122,411000,435855
Moonee Valley City,2009,Vacant House Block,-37.7465015,144.9061342,107443,1377,300,206.4102564,6.671180125,4.59,57,345000,346966
Moonee Valley City,2008,House,-37.7465015,144.9061342,107443,1377,300,358.974359,3.835928571,4.59,1145,579000,636851
Moonee Valley City,2008,Units/Apartment,-37.7465015,144.9061342,107443,1377,300,241.025641,5.713085107,4.59,1039,380000,385715
Moonee Valley City,2008,Vacant House Block,-37.7465015,144.9061342,107443,1377,300,206.4102564,6.671180125,4.59,46,327500,305344
Moonee Valley City,2007,House,-37.7465015,144.9061342,107443,1377,300,358.974359,3.835928571,4.59,1585,522000,588301
Moonee Valley City,2007,Units/Apartment,-37.7465015,144.9061342,107443,1377,300,241.025641,5.713085107,4.59,1146,340000,363646
Moonee Valley City,2007,Vacant House Block,-37.7465015,144.9061342,107443,1377,300,206.4102564,6.671180125,4.59,70,300250,322260
